iso,event_id_cnty,event_id_no_cnty,event_date,year,time_precision,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,timestamp
384,CDI290,290,21-September-2002,2002,1,Violence against civilians,Attack,Police Forces of the Ivory Coast (2000-2011),Military Forces of the Ivory Coast (2000-2011),1,Civilians (Ivory Coast),NA,7,17,Western Africa,Ivory Coast,Abidjan,District Autonome D'Abidjan,NA,Abidjan,5.341,-4.028,1,PANAPRESS,Regional,Ivorian security forces burn and loot Ouattaras home in Abidjan,0,1585691841
384,CDI291,291,21-September-2002,2002,1,Violence against civilians,Attack,Police Forces of the Ivory Coast (2000-2011),Military Forces of the Ivory Coast (2000-2011),1,Civilians (Ivory Coast),Civilians (Burkina Faso),7,17,Western Africa,Ivory Coast,Abidjan,District Autonome D'Abidjan,NA,Abidjan,5.341,-4.028,1,PANAPRESS,Regional,Ivorian security forces destroyed homes in Burkinabe neighbourhood,0,1585691841
384,CDI293,293,22-September-2002,2002,1,Battles,Armed clash,Military Forces of the Ivory Coast (2000-2011),NA,1,MPCI: Patriotic Movement of the Ivory Coast,NA,3,13,Western Africa,Ivory Coast,Vallee du Bandama,Gbeke,NA,Bouake,7.683,-5.017,1,Reuters,International,FANCI attacks MPCI in Bouake,0,1585691841
384,CDI294,294,22-September-2002,2002,2,Battles,Non-state actor overtakes territory,Military Forces of the Ivory Coast (2000-2011),NA,1,MPCI: Patriotic Movement of the Ivory Coast,NA,3,13,Western Africa,Ivory Coast,Savanes,Tchologo,NA,Pogo,10.436,-5.645,1,Local Source,Subnational,MPCI controls Pogo,0,1585691841
384,CDI295,295,23-September-2002,2002,1,Battles,Armed clash,Military Forces of the Ivory Coast (2000-2011),NA,1,MPCI: Patriotic Movement of the Ivory Coast,NA,3,13,Western Africa,Ivory Coast,Savanes,Poro,NA,Korhogo,9.45,-5.633,1,Reuters,International,FANCI attacks MPCI in Korhogo,0,1585691841
384,CDI296,296,23-September-2002,2002,1,Battles,Armed clash,Military Forces of the Ivory Coast (2000-2011),NA,1,MPCI: Patriotic Movement of the Ivory Coast,NA,3,13,Western Africa,Ivory Coast,Vallee du Bandama,Gbeke,NA,Bouake,7.683,-5.017,1,Xinhua,International,FANCI attacks MPCI in Bouake,0,1585691841
384,CDI297,297,23-September-2002,2002,1,Violence against civilians,Abduction/forced disappearance,Police Forces of the Ivory Coast (2000-2011),Military Forces of the Ivory Coast (2000-2011),1,Civilians (Ivory Coast),NA,7,17,Western Africa,Ivory Coast,Abidjan,District Autonome D'Abidjan,NA,Abidjan,5.341,-4.028,1,Local Source,Subnational,Ivorian forces kidnap RDR party leader,0,1585691841
384,CDI298,298,24-September-2002,2002,1,Battles,Armed clash,Military Forces of the Ivory Coast (2000-2011),NA,1,MPCI: Patriotic Movement of the Ivory Coast,NA,3,13,Western Africa,Ivory Coast,Vallee du Bandama,Gbeke,NA,Bouake,7.683,-5.017,1,Xinhua,International,FANCI attacks MPCI in Bouake,0,1585691841
384,CDI299,299,24-September-2002,2002,1,Battles,Non-state actor overtakes territory,Military Forces of the Ivory Coast (2000-2011),NA,1,MPCI: Patriotic Movement of the Ivory Coast,NA,3,13,Western Africa,Ivory Coast,Savanes,Tchologo,NA,Nielle,10.206,-5.637,1,Local Source,Subnational,MPCI controls Nielle,0,1585691841
384,CDI301,301,25-September-2002,2002,1,Protests,Peaceful protest,Protesters (Ivory Coast),NA,6,NA,NA,0,60,Western Africa,Ivory Coast,Abidjan,District Autonome D'Abidjan,NA,Abidjan,5.341,-4.028,1,PANAPRESS,Regional,"Protesters attack French embassy, which is giving refuge to Ouattara (RDR)",0,1575307066
384,CDI300,300,25-September-2002,2002,1,Violence against civilians,Attack,Police Forces of the Ivory Coast (2000-2011),Military Forces of the Ivory Coast (2000-2011),1,Civilians (Ivory Coast),NA,7,17,Western Africa,Ivory Coast,Abidjan,District Autonome D'Abidjan,NA,Abidjan,5.341,-4.028,1,PANAPRESS,Regional,Ivorian security forces burn and loot Ouattaras office in Abidjan,0,1585691841
384,CDI302,302,26-September-2002,2002,1,Battles,Non-state actor overtakes territory,Military Forces of the Ivory Coast (2000-2011),NA,1,MPCI: Patriotic Movement of the Ivory Coast,NA,3,13,Western Africa,Ivory Coast,Denguele,Kabadougou,NA,Denguele,9.51,-7.569,1,AFP,International,MPCI takes control of Odienne,0,1585691841
384,CDI303,303,28-September-2002,2002,1,Battles,Non-state actor overtakes territory,Military Forces of the Ivory Coast (2000-2011),NA,1,MPCI: Patriotic Movement of the Ivory Coast,NA,3,13,Western Africa,Ivory Coast,Lacs,Belier,NA,Tiebissou,7.158,-5.225,1,Local Source,Subnational,MPCI takes control of Tieboussou,0,1585691841
384,CDI304,304,29-September-2002,2002,1,Battles,Armed clash,Military Forces of France,NA,8,MPCI: Patriotic Movement of the Ivory Coast,NA,3,38,Western Africa,Ivory Coast,Savanes,Poro,NA,Korhogo,9.45,-5.633,1,Local Source,Subnational,French troops exchange fire with MPCI while evacuating foreigners,0,1586301036
384,CDI305,305,30-September-2002,2002,1,Battles,Armed clash,Military Forces of the Ivory Coast (2000-2011),NA,1,MPCI: Patriotic Movement of the Ivory Coast,NA,3,13,Western Africa,Ivory Coast,Lacs,Belier,NA,Tiebissou,7.158,-5.225,1,AP,International,Clashes between FANCI and MPCI in Tieboussou,0,1585691841
384,CDI306,306,30-September-2002,2002,1,Battles,Non-state actor overtakes territory,Military Forces of the Ivory Coast (2000-2011),NA,1,MPCI: Patriotic Movement of the Ivory Coast,NA,3,13,Western Africa,Ivory Coast,Vallee du Bandama,Gbeke,NA,Vallee du Bandama,7.679,-4.931,2,All Africa,Regional,MPCI takes city of Sakassou,0,1585691841
384,CDI308,308,01-October-2002,2002,1,Protests,Peaceful protest,Protesters (Ivory Coast),NA,6,NA,NA,0,60,Western Africa,Ivory Coast,Savanes,Poro,NA,Korhogo,9.45,-5.633,1,AFP,International,Protesters stage anti-government protest in Korhogo,0,1575307066
384,CDI307,307,01-October-2002,2002,1,Battles,Non-state actor overtakes territory,Military Forces of the Ivory Coast (2000-2011),NA,1,MPCI: Patriotic Movement of the Ivory Coast,NA,3,13,Western Africa,Ivory Coast,Woroba,Worodougou,NA,Kani,8.478,-6.605,1,AFP,International,MPCI takes small town of Kani,0,1585691841
384,CDI309,309,01-October-2002,2002,1,Battles,Non-state actor overtakes territory,Military Forces of the Ivory Coast (2000-2011),NA,1,MPCI: Patriotic Movement of the Ivory Coast,NA,3,13,Western Africa,Ivory Coast,Woroba,Worodougou,NA,Worodougou,7.961,-6.673,1,Reuters,International,MPCI takes city of Seguela,0,1585691841
384,CDI310,310,01-October-2002,2002,1,Battles,Non-state actor overtakes territory,Military Forces of the Ivory Coast (2000-2011),NA,1,MPCI: Patriotic Movement of the Ivory Coast,NA,3,13,Western Africa,Ivory Coast,Zanzan,Gontougo,NA,Zanzan,8.033,-2.8,1,Reuters,International,MPCI takes city of Bouna,0,1585691841
384,CDI311,311,02-October-2002,2002,1,Protests,Peaceful protest,Protesters (Ivory Coast),NA,6,NA,NA,0,60,Western Africa,Ivory Coast,Abidjan,District Autonome D'Abidjan,NA,Abidjan,5.341,-4.028,1,Reuters,International,Protesters stage anti-rebel protest in Abidjan,0,1575307066
384,CDI312,312,02-October-2002,2002,1,Protests,Peaceful protest,Protesters (Ivory Coast),NA,6,NA,NA,0,60,Western Africa,Ivory Coast,Vallee du Bandama,Gbeke,NA,Bouake,7.683,-5.017,1,Reuters,International,Protesters stage anti-government protest in Bouake,0,1575307066
384,CDI313,313,05-October-2002,2002,1,Protests,Peaceful protest,Protesters (Ivory Coast),NA,6,NA,NA,0,60,Western Africa,Ivory Coast,Vallee du Bandama,Gbeke,NA,Bouake,7.683,-5.017,1,AFP,International,Tens of thousands protest CIV government in Bouake,0,1575307066
384,CDI314,314,06-October-2002,2002,1,Battles,Armed clash,Military Forces of the Ivory Coast (2000-2011),NA,1,MPCI: Patriotic Movement of the Ivory Coast,NA,3,13,Western Africa,Ivory Coast,Vallee du Bandama,Gbeke,NA,Vallee du Bandama,7.679,-4.931,2,AFP,International,MPCI and FANCI clash in Sakassou,0,1585691841
384,CDI315,315,06-October-2002,2002,1,Battles,Armed clash,Military Forces of the Ivory Coast (2000-2011),NA,1,MPCI: Patriotic Movement of the Ivory Coast,NA,3,13,Western Africa,Ivory Coast,Woroba,Worodougou,NA,Worodougou,7.961,-6.673,1,AFP,International,MPCI and FANCI clash in Seguela,0,1585691841
384,CDI316,316,06-October-2002,2002,1,Battles,Armed clash,Military Forces of the Ivory Coast (2000-2011),NA,1,MPCI: Patriotic Movement of the Ivory Coast,NA,3,13,Western Africa,Ivory Coast,Vallee du Bandama,Gbeke,NA,Bouake,7.683,-5.017,1,AP,International,FANCI launches attack on Bouake,0,1585691841
384,CDI317,317,06-October-2002,2002,1,Battles,Armed clash,Police Forces of the Ivory Coast (2000-2011),NA,1,MPCI: Patriotic Movement of the Ivory Coast,NA,3,13,Western Africa,Ivory Coast,Vallee du Bandama,Gbeke,NA,Bouake,7.683,-5.017,1,Reuters,International,MPCI executes unarmed Ivorian gendarmes during takeover of Bouake,40,1585691841
384,CDI319,319,06-October-2002,2002,1,Battles,Armed clash,Military Forces of the Ivory Coast (2000-2011),NA,1,MPCI: Patriotic Movement of the Ivory Coast,NA,3,13,Western Africa,Ivory Coast,Vallee du Bandama,Gbeke,NA,Bouake,7.683,-5.017,1,All Africa,Regional,FANCI launches offensive against MPCI in Bouake,0,1585691841
384,CDI318,318,06-October-2002,2002,1,Violence against civilians,Attack,MPCI: Patriotic Movement of the Ivory Coast,NA,3,Civilians (Ivory Coast),NA,7,37,Western Africa,Ivory Coast,Vallee du Bandama,Gbeke,NA,Bouake,7.683,-5.017,1,Reuters,International,MPCI executes civilians arrested during rebel takeover,35,1575307066
384,CDI320,320,07-October-2002,2002,1,Battles,Armed clash,Military Forces of the Ivory Coast (2000-2011),NA,1,MPCI: Patriotic Movement of the Ivory Coast,NA,3,13,Western Africa,Ivory Coast,Vallee du Bandama,Gbeke,NA,Bouake,7.683,-5.017,1,AP,International,Fighting in Bouake continues,0,1585691841
384,CDI321,321,07-October-2002,2002,1,Battles,Armed clash,Military Forces of the Ivory Coast (2000-2011),NA,1,MPCI: Patriotic Movement of the Ivory Coast,NA,3,13,Western Africa,Ivory Coast,Vallee du Bandama,Gbeke,NA,Bouake,7.683,-5.017,1,All Africa,Regional,FANCI launches offensive against MPCI in Bouake,0,1585691841
384,CDI322,322,07-October-2002,2002,1,Battles,Non-state actor overtakes territory,Military Forces of the Ivory Coast (2000-2011),NA,1,MPCI: Patriotic Movement of the Ivory Coast,NA,3,13,Western Africa,Ivory Coast,Sassandra Marahoue,Haut-Sassandra,NA,Vavoua,7.382,-6.478,1,PANAPRESS,Regional,MPCI takes Vavoua from FANCI,0,1585691841
384,CDI323,323,08-October-2002,2002,1,Battles,Armed clash,Military Forces of the Ivory Coast (2000-2011),NA,1,MPCI: Patriotic Movement of the Ivory Coast,NA,3,13,Western Africa,Ivory Coast,Vallee du Bandama,Gbeke,NA,Bouake,7.683,-5.017,1,AP,International,MPCI repels FANCI attack on Bouake,0,1585691841
384,CDI324,324,08-October-2002,2002,1,Riots,Mob violence,Rioters (Ivory Coast),COJEP: Young Patriots,5,Rioters (Ivory Coast),Dioula Ethnic Group (Ivory Coast),5,55,Western Africa,Ivory Coast,Yamoussoukro,District Autonome De Yamoussoukro,NA,Yamoussoukro,6.82,-5.277,1,PANAPRESS,Regional,"Young Patriots stage demonstration, attack Dioulas, Dioulas fight back",0,1575307066
384,CDI325,325,09-October-2002,2002,1,Battles,Non-state actor overtakes territory,Military Forces of the Ivory Coast (2000-2011),NA,1,MPCI: Patriotic Movement of the Ivory Coast,NA,3,13,Western Africa,Ivory Coast,Sassandra Marahoue,Haut-Sassandra,NA,Bonoufla,7.126,-6.494,1,Reuters,International,MPCI reaches Bonoufla,0,1585691841
384,CDI326,326,09-October-2002,2002,2,Battles,Armed clash,Military Forces of the Ivory Coast (2000-2011),NA,1,MPCI: Patriotic Movement of the Ivory Coast,NA,3,13,Western Africa,Ivory Coast,Savanes,Poro,NA,Korhogo,9.45,-5.633,1,Local Source,Subnational,MPCI kills FANCI colonel in Korhogo,1,1585691841
384,CDI327,327,12-October-2002,2002,1,Battles,Armed clash,Military Forces of the Ivory Coast (2000-2011),NA,1,MPCI: Patriotic Movement of the Ivory Coast,NA,3,13,Western Africa,Ivory Coast,Sassandra Marahoue,Haut-Sassandra,NA,Daloa,6.875,-6.452,2,Reuters,International,MPCI clashes with FANCI outside of Daloa,0,1585691841
384,CDI328,328,13-October-2002,2002,1,Battles,Non-state actor overtakes territory,Military Forces of the Ivory Coast (2000-2011),NA,1,MPCI: Patriotic Movement of the Ivory Coast,NA,3,13,Western Africa,Ivory Coast,Sassandra Marahoue,Haut-Sassandra,NA,Daloa,6.875,-6.452,1,AP,International,MPCI takes Daloa from FANCI,0,1585691841
384,CDI329,329,14-October-2002,2002,1,Battles,Armed clash,Military Forces of the Ivory Coast (2000-2011),Private Security Forces (Ivory Coast),1,MPCI: Patriotic Movement of the Ivory Coast,NA,3,13,Western Africa,Ivory Coast,Sassandra Marahoue,Haut-Sassandra,NA,Daloa,6.875,-6.452,1,All Africa,Regional,Fighting between MPCI and FANCI in Daloa,0,1585691841
384,CDI330,330,14-October-2002,2002,1,Violence against civilians,Abduction/forced disappearance,Unidentified Armed Group (Ivory Coast),NA,3,Civilians (Ivory Coast),Journalists (Ivory Coast),7,37,Western Africa,Ivory Coast,Abidjan,District Autonome D'Abidjan,NA,Abidjan,5.341,-4.028,1,IRIN,International,Unidentified attacks attempt to abduct FPI journalist,0,1575307067
384,CDI331,331,15-October-2002,2002,1,Battles,Armed clash,Military Forces of the Ivory Coast (2000-2011),Private Security Forces (Ivory Coast),1,MPCI: Patriotic Movement of the Ivory Coast,NA,3,13,Western Africa,Ivory Coast,Sassandra Marahoue,Haut-Sassandra,NA,Daloa,6.875,-6.452,1,All Africa,Regional,Fighting between MPCI and FANCI in Daloa,0,1585691841
384,CDI332,332,16-October-2002,2002,1,Battles,Government regains territory,Military Forces of the Ivory Coast (2000-2011),Private Security Forces (Ivory Coast),1,MPCI: Patriotic Movement of the Ivory Coast,NA,3,13,Western Africa,Ivory Coast,Sassandra Marahoue,Haut-Sassandra,NA,Daloa,6.875,-6.452,1,AFP,International,FANCI retakes Daloa from MPCI,0,1585691841
384,CDI333,333,16-October-2002,2002,1,Battles,Armed clash,Military Forces of the Ivory Coast (2000-2011),NA,1,MPCI: Patriotic Movement of the Ivory Coast,NA,3,13,Western Africa,Ivory Coast,Zanzan,Gontougo,NA,Zanzan,8.033,-2.8,1,AP,International,"FANCI kills 3 MPCI rebels, repels their attack on Bondoukou",3,1585691841
384,CDI334,334,16-October-2002,2002,1,Violence against civilians,Abduction/forced disappearance,Police Forces of the Ivory Coast (2000-2011),NA,1,Civilians (Ivory Coast),Muslim Group (Ivory Coast),7,17,Western Africa,Ivory Coast,Abidjan,District Autonome D'Abidjan,NA,Abidjan,5.341,-4.028,1,Reuters,International,Ivorian gendarmes abduct Muslim in Abidjan,0,1585691841
384,CDI335,335,16-October-2002,2002,1,Violence against civilians,Attack,Military Forces of the Ivory Coast (2000-2011),NA,1,Civilians (International),Dioula Ethnic Group (Ivory Coast); Muslim Group (Ivory Coast),7,17,Western Africa,Ivory Coast,Sassandra Marahoue,Haut-Sassandra,NA,Daloa,6.875,-6.452,1,Amnesty International,Other,"FANCI accused of killing in Daloa of civilians, particularly those of foreign or Muslim heritage",20,1585691841
384,CDI336,336,16-October-2002,2002,1,Violence against civilians,Attack,Unidentified Armed Group (Ivory Coast),NA,3,Civilians (Ivory Coast),Journalists (Ivory Coast),7,37,Western Africa,Ivory Coast,Abidjan,District Autonome D'Abidjan,NA,Abidjan,5.341,-4.028,1,IRIN,International,Unidentified attackers target RDR journalist institutions,0,1575307067
384,CDI337,337,17-October-2002,2002,1,Battles,Armed clash,Military Forces of the Ivory Coast (2000-2011),NA,1,MPCI: Patriotic Movement of the Ivory Coast,NA,3,13,Western Africa,Ivory Coast,Sassandra Marahoue,Haut-Sassandra,NA,Daloa,6.875,-6.452,2,AFP,International,FANCI ambushes MPCI rebels 20 km from Daloa; 2 killed and 12 wounded,2,1585691841
384,CDI338,338,17-October-2002,2002,1,Violence against civilians,Attack,Military Forces of the Ivory Coast (2000-2011),NA,1,Civilians (International),Dioula Ethnic Group (Ivory Coast); Muslim Group (Ivory Coast),7,17,Western Africa,Ivory Coast,Sassandra Marahoue,Haut-Sassandra,NA,Daloa,6.875,-6.452,1,Amnesty International,Other,"FANCI accused of killing in Daloa of civilians, particularly those of foreign or Muslim heritage",20,1585691841
384,CDI339,339,17-October-2002,2002,1,Violence against civilians,Attack,Unidentified Armed Group (Ivory Coast),NA,3,Civilians (Ivory Coast),Journalists (Ivory Coast),7,37,Western Africa,Ivory Coast,Abidjan,District Autonome D'Abidjan,NA,Abidjan,5.341,-4.028,1,IRIN,International,Unidentified attackers target RDR journalist institutions,0,1575307067
384,CDI340,340,18-October-2002,2002,1,Violence against civilians,Attack,Police Forces of the Ivory Coast (2000-2011),NA,1,Civilians (Ivory Coast),NA,7,17,Western Africa,Ivory Coast,Abidjan,District Autonome D'Abidjan,NA,Abidjan,5.341,-4.028,1,PANAPRESS,Regional,Ivorian gendarmes shot dead 2 civilian relatives of an RDR (Rally of Republicans) leader at a funeral,2,1585691841
384,CDI341,341,18-October-2002,2002,1,Violence against civilians,Attack,Military Forces of the Ivory Coast (2000-2011),NA,1,Civilians (International),Dioula Ethnic Group (Ivory Coast); Muslim Group (Ivory Coast),7,17,Western Africa,Ivory Coast,Sassandra Marahoue,Haut-Sassandra,NA,Daloa,6.875,-6.452,1,Amnesty International,Other,"FANCI accused of killing in Daloa of civilians, particularly those of foreign or Muslim heritage",20,1585691841
384,CDI342,342,19-October-2002,2002,1,Violence against civilians,Attack,Military Forces of the Ivory Coast (2000-2011),NA,1,Civilians (International),Dioula Ethnic Group (Ivory Coast); Muslim Group (Ivory Coast),7,17,Western Africa,Ivory Coast,Sassandra Marahoue,Haut-Sassandra,NA,Daloa,6.875,-6.452,1,Amnesty International,Other,"FANCI accused of killing in Daloa of civilians, particularly those of foreign or Muslim heritage",20,1585691841
384,CDI343,343,20-October-2002,2002,1,Violence against civilians,Attack,Military Forces of the Ivory Coast (2000-2011),NA,1,Civilians (International),Dioula Ethnic Group (Ivory Coast); Muslim Group (Ivory Coast),7,17,Western Africa,Ivory Coast,Sassandra Marahoue,Haut-Sassandra,NA,Daloa,6.875,-6.452,1,AFP,International,"FANCI accused of killing in Daloa of civilians, particularly those of foreign or Muslim heritage",20,1585691841
384,CDI344,344,21-October-2002,2002,1,Violence against civilians,Attack,Military Forces of the Ivory Coast (2000-2011),NA,1,Civilians (International),Dioula Ethnic Group (Ivory Coast),7,17,Western Africa,Ivory Coast,Sassandra Marahoue,Haut-Sassandra,NA,Daloa,6.875,-6.452,1,AFP,International,"FANCI accused of killing in Daloa of civilians, particularly those of foreign or Dioula heritage",20,1585691841
384,CDI346,346,22-October-2002,2002,1,Riots,Violent demonstration,Rioters (Ivory Coast),NA,5,Civilians (International),NA,7,57,Western Africa,Ivory Coast,Abidjan,District Autonome D'Abidjan,NA,Abidjan,5.341,-4.028,1,US State Department,Other,Pro-government protesters attacked Westerners to demand that France hand over Ouattara,0,1575307067
384,CDI347,347,23-October-2002,2002,1,Battles,Armed clash,Military Forces of the Ivory Coast (2000-2011),NA,1,MPCI: Patriotic Movement of the Ivory Coast,NA,3,13,Western Africa,Ivory Coast,Sassandra Marahoue,Haut-Sassandra,NA,Daloa,6.875,-6.452,1,Reuters,International,FANCI accuses MPCI of launching attacks near Daloa,0,1585691841
384,CDI348,348,29-October-2002,2002,1,Battles,Non-state actor overtakes territory,Military Forces of the Ivory Coast (2000-2011),NA,1,MPCI: Patriotic Movement of the Ivory Coast,NA,3,13,Western Africa,Ivory Coast,Vallee du Bandama,Gbeke,NA,Bouake,7.683,-5.017,1,PANAPRESS,Regional,MPCI disguised as civilians take over city of Dabakala near Bouake,0,1585691841
384,CDI349,349,29-October-2002,2002,1,Battles,Non-state actor overtakes territory,Military Forces of the Ivory Coast (2000-2011),NA,1,MPCI: Patriotic Movement of the Ivory Coast,NA,3,13,Western Africa,Ivory Coast,Vallee du Bandama,Gbeke,NA,Vallee du Bandama,7.679,-4.931,2,PANAPRESS,Regional,MPCI disguised as civilians take over city of Sakassou near Bouake,0,1585691841
384,CDI350,350,01-November-2002,2002,1,Protests,Peaceful protest,Protesters (Ivory Coast),NA,6,NA,NA,0,60,Western Africa,Ivory Coast,Woroba,Worodougou,NA,Worodougou,7.961,-6.673,1,AFP,International,"Some 10,000 protesters in Seguela to support rebel demands for Gbagbo to resign",0,1575307067
384,CDI351,351,03-November-2002,2002,1,Protests,Peaceful protest,Protesters (Ivory Coast),MPCI: Patriotic Movement of the Ivory Coast,6,NA,NA,0,60,Western Africa,Ivory Coast,Vallee du Bandama,Gbeke,NA,Bouake,7.683,-5.017,1,AP,International,Thousands of rebel supporters demonstrated in Bouake to support MPCI rebel movement,0,1575307067
384,CDI352,352,06-November-2002,2002,1,Protests,Peaceful protest,Protesters (Ivory Coast),Dozo Communal Group (Ivory Coast),6,NA,NA,0,60,Western Africa,Ivory Coast,Vallee du Bandama,Gbeke,NA,Bouake,7.683,-5.017,1,Reuters,International,"Dozo traditional hunters from the north demonstrated in Bouake, stating that they would fight alongside MPCI against Gbagbo.",0,1575307067
384,CDI353,353,27-November-2002,2002,1,Battles,Armed clash,Military Forces of the Ivory Coast (2000-2011),NA,1,Unidentified Armed Group (Ivory Coast),NA,3,13,Western Africa,Ivory Coast,Montagnes,Guemon,NA,Semien,7.613,-7.126,1,AFP,International,FANCI accuses rebels of attacking government forces at Semien,0,1585691841
384,CDI354,354,27-November-2002,2002,1,Violence against civilians,Attack,Military Forces of the Ivory Coast (2000-2011),NA,1,Civilians (Ivory Coast),NA,7,17,Western Africa,Ivory Coast,Sassandra Marahoue,Haut-Sassandra,NA,Vavoua,7.382,-6.478,1,AFP,International,FANCI accused of killing numerous civilians in attack on Vavoua,10,1585691841
384,CDI355,355,27-November-2002,2002,1,Violence against civilians,Attack,Military Forces of the Ivory Coast (2000-2011),NA,1,Civilians (Ivory Coast),NA,7,17,Western Africa,Ivory Coast,Sassandra Marahoue,Haut-Sassandra,NA,Vavoua,7.382,-6.478,1,AP,International,"FANCI accused of attacking rebel-held village of Pelezi, killing numerous civilians",10,1585691841
384,CDI356,356,27-November-2002,2002,1,Violence against civilians,Attack,Military Forces of the Ivory Coast (2000-2011),NA,1,Civilians (Ivory Coast),NA,7,17,Western Africa,Ivory Coast,Sassandra Marahoue,Haut-Sassandra,NA,Diafla,7.419,-6.865,1,Reuters,International,"FANCI accused of attacking rebel-held village of Diafla, killing numerous civilians",10,1585691841
384,CDI357,357,28-November-2002,2002,1,Battles,Armed clash,Military Forces of the Ivory Coast (2000-2011),NA,1,MPCI: Patriotic Movement of the Ivory Coast,NA,3,13,Western Africa,Ivory Coast,Sassandra Marahoue,Haut-Sassandra,NA,Vavoua,7.382,-6.478,1,AFP,International,FANCI attacks MPCI in Vavoua,0,1585691841
384,CDI358,358,28-November-2002,2002,1,Battles,Non-state actor overtakes territory,Military Forces of the Ivory Coast (2000-2011),NA,1,MPIGO: Ivorian Popular Movement of the Great West,MJP: Movement for Justice and Peace,2,12,Western Africa,Ivory Coast,Montagnes,Tonkpi,NA,Danane,7.263,-8.16,1,Xinhua,International,MPIGO takes over Danane from FANCI,0,1585691841
384,CDI359,359,28-November-2002,2002,1,Battles,Non-state actor overtakes territory,Military Forces of the Ivory Coast (2000-2011),NA,1,MPIGO: Ivorian Popular Movement of the Great West,MJP: Movement for Justice and Peace,2,12,Western Africa,Ivory Coast,Montagnes,Tonkpi,NA,Great West,7.405,-7.548,1,Local Source,Subnational,MJP takes over city of Man from FANCI,0,1585691841
384,CDI360,360,29-November-2002,2002,1,Battles,Armed clash,Military Forces of France,NA,8,MPIGO: Ivorian Popular Movement of the Great West,MJP: Movement for Justice and Peace,2,28,Western Africa,Ivory Coast,Montagnes,Guemon,NA,Bangolo,7.007,-7.475,1,AFP,International,French troops clash with MPIGO and MJP at Bangolo,0,1586301036
384,CDI361,361,29-November-2002,2002,1,Battles,Armed clash,Military Forces of the Ivory Coast (2000-2011),NA,1,MPCI: Patriotic Movement of the Ivory Coast,NA,3,13,Western Africa,Ivory Coast,Sassandra Marahoue,Haut-Sassandra,NA,Monoko-Zohi,7.083,-6.851,1,AFP,International,"FANCI attacks village of Monoko-Zohi, briefly gains control before being repulsed by MPCI rebels",0,1585691841
384,CDI362,362,29-November-2002,2002,1,Strategic developments,Other,Military Forces of the Ivory Coast (2000-2011),NA,1,Civilians (International),Migrants (International),7,17,Western Africa,Ivory Coast,Sassandra Marahoue,Haut-Sassandra,NA,Monoko-Zohi,7.083,-6.851,1,AFP,International,"Mass grave believed to be civilian immigrants found, FANCI held responsible for 29 Nov. killing",0,1585691841
384,CDI363,363,30-November-2002,2002,1,Battles,Government regains territory,Military Forces of France,NA,8,MPIGO: Ivorian Popular Movement of the Great West,MJP: Movement for Justice and Peace,2,28,Western Africa,Ivory Coast,Montagnes,Tonkpi,NA,Great West,7.405,-7.548,1,AFP,International,French troops retake airport at Man in order to evacuate foreigners; 10 rebels killed,10,1586301036
384,CDI364,364,30-November-2002,2002,1,Battles,Armed clash,Military Forces of the Ivory Coast (2000-2011),NA,1,MPIGO: Ivorian Popular Movement of the Great West,MJP: Movement for Justice and Peace,2,12,Western Africa,Ivory Coast,Montagnes,Cavally,NA,Toulepleu,6.58,-8.411,1,AFP,International,MPIGO attacks Toulepleu,0,1585691841
384,CDI366,366,01-December-2002,2002,1,Battles,Non-state actor overtakes territory,Military Forces of France,NA,8,MPIGO: Ivorian Popular Movement of the Great West,MJP: Movement for Justice and Peace,2,28,Western Africa,Ivory Coast,Montagnes,Tonkpi,NA,Great West,7.405,-7.548,1,AFP,International,French troops and rebels clash as French evacuate foreigners from airport at Man; French withdraw,0,1586301036
384,CDI365,365,01-December-2002,2002,1,Battles,Armed clash,Military Forces of the Ivory Coast (2000-2011),NA,1,MPIGO: Ivorian Popular Movement of the Great West,MJP: Movement for Justice and Peace,2,12,Western Africa,Ivory Coast,Montagnes,Tonkpi,NA,Great West,7.405,-7.548,1,AFP,International,Clashes between FANCI and MPIGO/MJP in Man,0,1585691841
384,CDI367,367,01-December-2002,2002,1,Battles,Non-state actor overtakes territory,Military Forces of the Ivory Coast (2000-2011),NA,1,MPIGO: Ivorian Popular Movement of the Great West,MJP: Movement for Justice and Peace,2,12,Western Africa,Ivory Coast,Montagnes,Cavally,NA,Toulepleu,6.58,-8.411,1,Local Source,Subnational,MPIGO takes over Toulepleu,0,1585691841
384,CDI368,368,01-December-2002,2002,1,Battles,Non-state actor overtakes territory,Military Forces of the Ivory Coast (2000-2011),NA,1,MJP: Movement for Justice and Peace,NA,2,12,Western Africa,Ivory Coast,Montagnes,Tonkpi,NA,Biankouma,7.737,-7.61,2,Local Source,Subnational,MJP captures town of Biancouma,0,1585691841
384,CDI369,369,01-December-2002,2002,1,Battles,Non-state actor overtakes territory,Military Forces of the Ivory Coast (2000-2011),NA,1,MJP: Movement for Justice and Peace,NA,2,12,Western Africa,Ivory Coast,Woroba,Bafing,NA,Touba,8.283,-7.683,1,Local Source,Subnational,MJP captures town of Touba,0,1585691841
